epoch_time,Time,Act_q0,Act_q1,Act_q2,Act_q3,Act_q4,Act_q5,Act_qd0,Act_qd1,Act_qd2,Act_qd3,Act_qd4,Act_qd5,Act_I0,Act_I1,Act_I2,Act_I3,Act_I4,Act_I5,Act_X,Act_Y,Act_Z,Act_RX,Act_RY,Act_RZ,Act_dX,Act_dY,Act_dZ,Act_dRX,Act_dRY,Act_dRZ,Tgt_q0,Tgt_q1,Tgt_q2,Tgt_q3,Tgt_q4,Tgt_q5,Robot_Mode,Safety_Mode,Main_Voltage,Robot_Voltage,Robot_Current,Fx,Fy,Fz,Mx,My,Mz,Label,ur_fresh,ft_fresh
1777642628.43724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.9,27.84,60.75,0.27,0.8,1.418,0,0,1
1777642628.535522,9144.912,1.7480614185333252,0.10878491401672363,-1.9738481680499476,0.04041492938995361,2.3523120880126953,1.2755855321884155,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1510620266199112,5.195618152618408,-0.44387850165367126,0.4867401719093323,0.1211242824792862,-0.0919647291302681,0.3580253424098096,-0.6666602482681807,0.8955006902273139,-0.6745921345139837,-0.5971553688768426,1.467164533393799,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5368729,9144.92,1.7480614185333252,0.10874903202056885,-1.9738243261920374,0.040390968322753906,2.352276086807251,1.2755736112594604,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1373291164636612,5.250549793243408,-0.4483621120452881,0.5046845078468323,0.1570129543542862,-0.0986938551068306,0.35802887824120944,-0.666648273810067,0.8955267599917152,-0.6746005655498565,-0.5971041494469241,1.46716841340122,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5378346,9144.928,1.7480974197387695,0.10882091522216797,-1.9738720099078577,0.040390968322753906,2.352288007736206,1.2755496501922607,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1190185695886612,5.163574695587158,-0.43939486145973206,0.4979553818702698,0.1435547024011612,-0.1009368970990181,0.3580503153933299,-0.6666569733286991,0.8954786667354087,-0.6745683944061436,-0.5971500592453703,1.4671703610890752,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5379474,9144.936,1.7480974197387695,0.10880887508392334,-1.9738720099078577,0.04037892818450928,2.3523001670837402,1.2755260467529297,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1281738430261612,5.149841785430908,-0.43266943097114563,0.4957123398780823,0.1525268703699112,-0.0942077711224556,0.3580428142048575,-0.6666507729576703,0.8954890597860362,-0.6745876893038586,-0.5971546423277247,1.4671554170344239,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.544607,9144.944,1.748085379600525,0.10884487628936768,-1.9738600889789026,0.040390968322753906,2.3523359298706055,1.2755379676818848,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1510620266199112,5.181885242462158,-0.4506039321422577,0.4979553818702698,0.1323394924402237,-0.0942077711224556,0.35803599141504927,-0.6666931034351393,0.8954622306087081,-0.6745600250522961,-0.5972139152705317,1.467132474569278,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.22800064086914,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5517452,9144.952,1.7480733394622803,0.10880887508392334,-1.9738600889789026,0.040390968322753906,2.3523001670837402,1.2756094932556152,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1373291164636612,5.213928699493408,-0.43939486145973206,0.4867401719093323,0.1278534084558487,-0.0964508131146431,0.3580387287757291,-0.6666511773019489,0.895493074113441,-0.6746032476793304,-0.5971361181354384,1.4672026641440206,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.559003,9144.96,1.7481093406677246,0.10878491401672363,-1.9738362471209925,0.04037892818450928,2.3523240089416504,1.2755260467529297,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1327514797449112,5.204773426055908,-0.43491125106811523,0.4957123398780823,0.1345825344324112,-0.0942077711224556,0.3580478593387599,-0.6666581962291304,0.8955039975060722,-0.674587392485495,-0.5971889990963565,1.4671607365425892,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5661392,9144.967999999999,1.7480974197387695,0.10880887508392334,-1.9738600889789026,0.040402889251708984,2.3523240089416504,1.2755496501922607,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1281738430261612,5.209351062774658,-0.4528457224369049,0.4957123398780823,0.1233673244714737,-0.0986938551068306,0.3580435916111355,-0.6666617249266117,0.8954852107895934,-0.6745772138553963,-0.5971911004541706,1.467163566376048,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5734208,9144.975999999999,1.7480493783950806,0.10877299308776855,-1.9738839308368128,0.040390968322753906,2.352276086807251,1.2755379676818848,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1327514797449112,5.204773426055908,-0.430427610874176,0.4822540879249573,0.1457977443933487,-0.1009368970990181,0.358011173640319,-0.6666309524634555,0.8955124174332735,-0.6746216584121151,-0.5970887565986357,1.4671357740716489,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.5805922,9144.984,1.7480974197387695,0.10873699188232422,-1.9738839308368128,0.0403670072555542,2.3523240089416504,1.2755615711212158,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1602173000574112,5.232239246368408,-0.44163668155670166,0.4979553818702698,0.1570129543542862,-0.1009368970990181,0.35802979387641,-0.6665746972912653,0.8955507457740762,-0.6747008409285903,-0.5971155357637723,1.4672182684002044,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.9,27.84,60.75,0.27,0.8,1.418,0,1,0
1777642628.58089,9144.984,1.7480974197387695,0.10873699188232422,-1.9738839308368128,0.0403670072555542,2.3523240089416504,1.2755615711212158,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1602173000574112,5.232239246368408,-0.44163668155670166,0.4979553818702698,0.1570129543542862,-0.1009368970990181,0.35802979387641,-0.6665746972912653,0.8955507457740762,-0.6747008409285903,-0.5971155357637723,1.4672182684002044,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.96,27.83,60.79,0.273,0.801,1.424,0,0,1
1777642628.5876029,9144.992,1.748085379600525,0.10878491401672363,-1.9738720099078577,0.04041492938995361,2.3523120880126953,1.2755496501922607,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1739502102136612,5.177307605743408,-0.44163668155670166,0.5001984238624573,0.1278534084558487,-0.0986938551068306,0.3580336683078147,-0.6666413174604776,0.8954996010306238,-0.6745948002263217,-0.5971614776051709,1.467161316624925,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.5945578,9145.0,1.7480374574661255,0.10879695415496826,-1.9738600889789026,0.04042696952819824,2.3523240089416504,1.2755496501922607,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1281738430261612,5.204773426055908,-0.44387850165367126,0.4889832139015198,0.1457977443933487,-0.0942077711224556,0.358003273083106,-0.6666809748621116,0.8954871117699891,-0.6745788397338205,-0.5971728920234998,1.4671039240910186,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.06100082397461,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.601986,9145.008,1.7480974197387695,0.10880887508392334,-1.9738362471209925,0.040402889251708984,2.3523240089416504,1.2755736112594604,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1510620266199112,5.204773426055908,-0.44163668155670166,0.4957123398780823,0.1166381984949112,-0.1009368970990181,0.35804987328005466,-0.6666751319151797,0.895485060654543,-0.6745648805148642,-0.5971980203588348,1.467177965312429,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.0,48.2130012512207,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6090152,9145.016,1.7480974197387695,0.10879695415496826,-1.973896328602926,0.04042696952819824,2.352276086807251,1.2755736112594604,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1510620266199112,5.172729969024658,-0.4461202919483185,0.4979553818702698,0.1480407863855362,-0.0942077711224556,0.3580505912349815,-0.6666227045105289,0.8954902774604696,-0.6745821541620212,-0.5971254749734926,1.4671977456259104,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.2130012512207,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6161864,9145.024,1.7480733394622803,0.10880887508392334,-1.9738720099078577,0.04037892818450928,2.3523240089416504,1.2755975723266602,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1602173000574112,5.241394519805908,-0.44387850165367126,0.4889832139015198,0.1368255764245987,-0.0986938551068306,0.35802999901266164,-0.6666415365177134,0.8954981528628649,-0.6746332969799161,-0.5971489331688916,1.4671975239859225,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6235285,9145.032,1.7480733394622803,0.10876095294952393,-1.9738481680499476,0.040402889251708984,2.3523120880126953,1.2755615711212158,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1281738430261612,5.195618152618408,-0.4483621120452881,0.5001984238624573,0.1256103664636612,-0.0986938551068306,0.358026663307092,-0.6666406238301682,0.8955187751706628,-0.6746129343382383,-0.5971467351275088,1.4671653024769122,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.630642,9145.039999999999,1.7481093406677246,0.10882091522216797,-1.9738839308368128,0.0403670072555542,2.3523480892181396,1.2755615711212158,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1556396633386612,5.186462879180908,-0.44163668155670166,0.4934692978858948,0.1278534084558487,-0.1031799390912056,0.3580440961336915,-0.6666343119669463,0.8954920508560621,-0.6746355888793091,-0.5971898648218182,1.4671993827538936,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6378634,9145.047999999999,1.7480733394622803,0.10878491401672363,-1.9738720099078577,0.04037892818450928,2.3523001670837402,1.2755736112594604,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1373291164636612,5.200195789337158,-0.43491125106811523,0.4979553818702698,0.1368255764245987,-0.0964508131146431,0.3580289687071032,-0.6666291022717876,0.8955112400678239,-0.6746327613197446,-0.597119071094265,1.4671852166768322,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6449754,9145.056,1.7480733394622803,0.10878491401672363,-1.9738839308368128,0.04041492938995361,2.3523240089416504,1.2755975723266602,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1739502102136612,5.186462879180908,-0.43266943097114563,0.5024414658546448,0.1166381984949112,-0.0964508131146431,0.35802688698239465,-0.6666238090934722,0.8955067308976111,-0.6746330755923604,-0.5971488766491024,1.4671975906141739,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6521373,9145.064,1.7480733394622803,0.10883283615112305,-1.9738720099078577,0.040402889251708984,2.352288007736206,1.2755855321884155,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1327514797449112,5.209351062774658,-0.44387850165367126,0.5024414658546448,0.1435547024011612,-0.0986938551068306,0.35804061819020827,-0.6666687659691846,0.8954705150941931,-0.6745657456151785,-0.5971438494052211,1.4671734242616454,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6594107,9145.072,1.7480614185333252,0.10882091522216797,-1.9738839308368128,0.04037892818450928,2.352288007736206,1.2755736112594604,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1419067531824112,5.213928699493408,-0.43715307116508484,0.4957123398780823,0.1368255764245987,-0.0964508131146431,0.3580266587139246,-0.6666505544701562,0.8954858142212869,-0.6746069542898333,-0.5971157289979587,1.4671670686385205,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.04600143432617,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.66662,9145.08,1.7480974197387695,0.10879695415496826,-1.9738720099078577,0.040402889251708984,2.3523240089416504,1.2755736112594604,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1373291164636612,5.191040515899658,-0.43491125106811523,0.4934692978858948,0.1300964504480362,-0.0942077711224556,0.35804295589619867,-0.6666368042866132,0.8954975970293746,-0.6746080012070726,-0.5971717089755856,1.467193722558283,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.01499938964844,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6738536,9145.088,1.748085379600525,0.10879695415496826,-1.9738362471209925,0.04041492938995361,2.3523480892181396,1.2755496501922607,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1281738430261612,5.177307605743408,-0.43715307116508484,0.4912262558937073,0.1345825344324112,-0.0964508131146431,0.3580331111570165,-0.666680448516748,0.8954894855571458,-0.6745711121911182,-0.5972224196812231,1.4671425613373479,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.25899887084961,48.01499938964844,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.68091,9145.096,1.7481093406677246,0.10880887508392334,-1.9738481680499476,0.040402889251708984,2.3523120880126953,1.2755855321884155,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1419067531824112,5.181885242462158,-0.4550875425338745,0.5024414658546448,0.1345825344324112,-0.0942077711224556,0.35805989935365146,-0.6666577984449158,0.8954867897560335,-0.6745712657422868,-0.5971818286673166,1.467205015988915,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.01499938964844,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6881871,9145.104,1.748085379600525,0.10879695415496826,-1.9738720099078577,0.040390968322753906,2.3523120880126953,1.2755615711212158,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1464843899011612,5.172729969024658,-0.4461202919483185,0.4957123398780823,0.1345825344324112,-0.0964508131146431,0.35803540055681615,-0.6666406039592266,0.8954988201101544,-0.6746102493987461,-0.5971518773885559,1.467176260691247,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.01499938964844,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
1777642628.6958199,9145.112,1.7480974197387695,0.10882091522216797,-1.9738362471209925,0.04043889045715332,2.3523120880126953,1.2755975723266602,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1510620266199112,5.204773426055908,-0.4506039321422577,0.4957123398780823,0.1502838283777237,-0.0942077711224556,0.3580586301952233,-0.6666879993711946,0.8954680789208942,-0.6745241244872816,-0.5972067080523908,1.467185334957631,0.0,0.0,0.0,0.0,0.0,0.0,1.7480957747500172,0.10884438473545988,-1.9738777003871748,0.04041661880088665,2.3522671880199013,1.275628651435976,7.0,1.0,48.01499938964844,48.22800064086914,48.01499938964844,6.96,27.83,60.79,0.273,0.801,1.424,0,1,0
