timestamp,frame_id,fps,depth_mean,depth_min,depth_max,depth_std
1777631865563.406,5,30.00,1368.727,245,3819,374.953
1777631866463.851,23,22.84,1368.321,245,3819,375.745
1777631866554.620,26,18.04,1367.974,245,3796,376.343
1777631866976.379,40,14.56,1368.305,245,3819,376.334
1777631867331.935,52,11.60,1369.420,245,7112,387.049
1777631867390.610,54,12.46,1368.674,245,3843,376.367
1777631867419.884,55,19.67,1368.800,245,3867,377.126
1777631867536.565,59,16.76,1368.815,245,3843,375.485
1777631867961.653,73,13.15,1369.344,245,7454,380.276
1777631868053.415,76,12.77,1369.108,244,3819,376.268
1777631868084.003,77,17.60,1369.270,245,3819,377.375
1777631868114.591,78,20.65,1368.090,245,3819,377.023
1777631868175.770,80,19.34,1368.765,245,3843,376.550
1777631868451.099,89,15.43,1369.905,245,7366,383.486
1777631868481.694,90,19.70,1368.439,245,3796,376.340
1777631868512.289,91,22.84,1369.024,245,3819,376.407
1777631868604.076,94,19.77,1370.177,245,6378,382.376
1777631868695.801,97,17.53,1368.620,245,3843,376.040
1777631868787.469,100,15.82,1369.645,245,7366,379.081
1777631868940.237,105,13.57,1369.202,245,3819,375.714
1777631868970.789,106,17.49,1368.838,245,3819,376.889
1777631869092.989,110,15.25,1368.757,245,3796,375.758
1777631869123.538,111,19.22,1368.750,245,3843,377.907
1777631869245.726,115,16.48,1369.146,245,3843,375.920
1777631869276.271,116,20.44,1370.534,245,6799,382.607
1777631869887.541,136,15.74,1368.942,245,3867,377.744
1777631869979.355,139,14.46,1369.605,245,6653,379.996
1777631870224.218,147,11.88,1371.301,245,8361,384.623
1777631870285.440,149,12.77,1368.719,245,3819,377.315
1777631870346.663,151,13.67,1368.945,245,3867,377.978
1777631870469.118,155,12.30,1369.907,245,3796,376.447
1777631870622.198,160,10.85,1369.113,245,3843,377.960
1777631870652.772,161,16.39,1369.232,245,6799,378.620
1777631870805.620,166,13.94,1369.413,245,6582,378.307
1777631870866.752,168,14.43,1371.112,245,7638,386.331
1777631871478.059,188,11.24,1370.295,245,6725,382.269
1777631871508.624,189,15.54,1369.791,245,3819,378.039
1777631871630.883,193,13.79,1369.068,245,3843,376.348
1777631871661.456,194,18.49,1369.984,245,3819,377.259
1777631871692.030,195,22.03,1369.364,245,3843,376.771
1777631871722.603,196,24.67,1370.478,245,7545,383.876
1777631871814.333,199,21.08,1369.997,245,3819,377.593
1777631871875.488,201,19.90,1369.599,245,3843,376.685
1777631871997.801,205,16.97,1369.809,245,3819,378.467
1777631872211.857,212,13.92,1370.011,245,3867,378.403
1777631872242.438,213,17.76,1371.438,245,7454,389.046
1777631872273.018,214,21.16,1369.644,245,3843,377.614
1777631872487.090,221,16.90,1370.304,245,3843,378.079
1777631872731.736,229,13.82,1369.897,245,3843,376.359
1777631873068.042,240,11.12,1370.227,245,3819,376.357
1777631873129.188,242,12.39,1369.210,245,3819,378.397
1777631873985.258,270,9.59,1369.941,245,6187,377.944
1777631874168.716,276,8.56,1370.707,245,7194,380.565
1777631874199.293,277,13.88,1369.857,245,3819,376.666
1777631874443.902,285,11.44,1370.026,245,3819,378.077
1777631874474.479,286,16.53,1370.599,245,6187,379.579
1777631874719.085,294,13.41,1369.908,245,3796,377.267
1777631875147.718,308,10.64,1369.966,245,3843,377.109
1777631875178.337,309,16.17,1369.295,245,3819,377.482
1777631875392.677,316,13.26,1369.758,245,3843,377.769
1777631875668.233,325,10.88,1369.985,245,3819,376.923
