sample_index,source_row_index,epoch_time,Time,Tgt_q0,Tgt_q1,Tgt_q2,Tgt_q3,Tgt_q4,Tgt_q5,Act_X,Act_Y,Act_Z,Act_RX,Act_RY,Act_RZ,Fx,Fy,Fz,Mx,My,Mz,force_magnitude,force_base_x,force_base_y,force_base_z,ur_fresh,ft_fresh,is_candidate_reference,is_reference_segment,is_final_measurement_window
0,0,1777638152.8158498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,nan,nan,nan,0,1,0,0,0
1,1,1777638152.863908,4667.288,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194828181454959,-0.5783053259910993,0.8531996637643868,-0.25951595289271656,-0.3208806790737064,1.5790487603569947,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.89437952303861,-63.43741647026863,19.801369113944727,1,0,0,0,0
2,2,1777638152.8713763,4667.295999999999,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194367020089038,-0.5783117344675551,0.853259289941097,-0.2595977940530839,-0.32089969040964494,1.5790317288621116,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.89685778256156,-63.43625552431218,19.802097696309787,1,0,0,0,0
3,3,1777638152.878078,4667.304,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194231427979603,-0.5783178217000846,0.8532375969988744,-0.2596040865639838,-0.320862322269503,1.5789630748267722,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.90120856072457,-63.43420803604536,19.803405772151,1,0,0,0,0
4,4,1777638152.8869808,4667.312,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194543370949958,-0.5783260921583604,0.8532285185021286,-0.2595443251586843,-0.3208713773012527,1.579004111223753,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.897639666256673,-63.4359935846268,19.80199324090736,1,0,0,0,0
5,5,1777638152.8925278,4667.32,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194347204992343,-0.5783533276079682,0.8532126058975917,-0.25956075836150655,-0.3209160117146037,1.578992271341764,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.8987104127417,-63.4362670935706,19.79982469218057,1,0,0,0,0
6,6,1777638152.8993895,4667.3279999999995,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194134945835635,-0.5783122733396849,0.8532444347748502,-0.2596309048974808,-0.32082870065295277,1.578965555189498,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.90147095956233,-63.43332966584067,19.805902490772226,1,0,0,0,0
7,7,1777638152.9065862,4667.336,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7194212103021325,-0.5783123065539575,0.8532412256219558,-0.2595951781366819,-0.3208763644763298,1.5789737437957474,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.900407064567396,-63.434772246295445,19.802565798618144,1,0,0,0,0
8,8,1777638152.914683,4667.344,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.719432447540215,-0.578326863865774,0.8532291626124759,-0.25959475308551067,-0.32088564341524023,1.5790079057592288,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.89827737811723,-63.43560009473289,19.802484161834208,1,0,0,0,0
9,9,1777638152.9211495,4667.352,2.2038391357813394,0.0639428738443989,-1.7775732271396762,-0.047273309416862475,1.8873353275628397,0.9308798088190885,0.7193897771207471,-0.5783057833578513,0.8532754639219188,-0.2596837632162927,-0.3208853868980347,1.5789694619037697,3.63,33.82,61.89,0.069,1.417,0.962,70.62111157437272,-23.90219227827709,-63.43360258593154,19.80415782764746,1,0,0,0,0
