timestamp,mean_m,median_m,min_m,max_m,valid_count
1777608360.1068711,1.7467305660247803,1.5550000667572021,1.4730000495910645,2.690000057220459,3331
1777608360.1284473,1.750380516052246,1.562000036239624,1.4940000772476196,2.6780002117156982,3318
1777608360.1604989,1.7460578680038452,1.5660001039505005,1.4800000190734863,2.690000057220459,3346
1777608360.1985996,1.7460578680038452,1.5660001039505005,1.4800000190734863,2.690000057220459,3346
1777608360.2217073,1.7503563165664673,1.5660001039505005,1.4980000257492065,2.7140002250671387,3346
1777608360.3206923,1.7503563165664673,1.5660001039505005,1.4980000257492065,2.7140002250671387,3346
1777608360.3257718,1.7503563165664673,1.5660001039505005,1.4980000257492065,2.7140002250671387,3346
1777608360.343759,1.7537646293640137,1.558000087738037,1.4840000867843628,2.690000057220459,3317
1777608360.3742533,1.7446277141571045,1.5470000505447388,1.4520000219345093,2.6780002117156982,3305
1777608360.4028122,1.7444900274276733,1.5780000686645508,1.4870001077651978,2.690000057220459,3332
1777608360.4348114,1.7518819570541382,1.5660001039505005,1.4940000772476196,2.6670000553131104,3347
1777608360.473786,1.7518819570541382,1.5660001039505005,1.4940000772476196,2.6670000553131104,3347
1777608360.494946,1.736815094947815,1.5510001182556152,1.4800000190734863,2.702000141143799,3342
1777608360.525257,1.7484235763549805,1.562000036239624,1.4700000286102295,2.6780002117156982,3339
1777608360.5562382,1.750188946723938,1.562000036239624,1.4910000562667847,2.6780002117156982,3331
1777608360.5872588,1.7368240356445312,1.5510001182556152,1.4630000591278076,2.690000057220459,3308
1777608360.6263008,1.7368240356445312,1.5510001182556152,1.4630000591278076,2.690000057220459,3308
1777608360.6486924,1.7546969652175903,1.5550000667572021,1.4870001077651978,2.690000057220459,3341
1777608360.6865618,1.7546969652175903,1.5550000667572021,1.4870001077651978,2.690000057220459,3341
1777608360.7094302,1.7468867301940918,1.5660001039505005,1.4980000257492065,2.6780002117156982,3293
1777608360.7497377,1.7468867301940918,1.5660001039505005,1.4980000257492065,2.6780002117156982,3293
1777608360.7702627,1.751802921295166,1.558000087738037,1.4840000867843628,2.6780002117156982,3333
1777608360.8009331,1.767109990119934,1.5700000524520874,1.4980000257492065,2.6780002117156982,3346
1777608360.8703365,1.767109990119934,1.5700000524520874,1.4980000257492065,2.6780002117156982,3346
1777608360.8923686,1.749624252319336,1.5510001182556152,1.477000117301941,2.702000141143799,3332
1777608360.923002,1.7631279230117798,1.5660001039505005,1.4800000190734863,2.690000057220459,3349
1777608360.9568462,1.7478057146072388,1.558000087738037,1.4840000867843628,2.6670000553131104,3349
1777608361.0227635,1.7478057146072388,1.558000087738037,1.4840000867843628,2.6670000553131104,3349
1777608361.044695,1.7434077262878418,1.5550000667572021,1.4730000495910645,2.6780002117156982,3331
1777608361.076332,1.7471301555633545,1.558000087738037,1.4800000190734863,2.690000057220459,3306
1777608361.146044,1.7471301555633545,1.558000087738037,1.4800000190734863,2.690000057220459,3306
1777608361.1678643,1.7379323244094849,1.558000087738037,1.4730000495910645,2.690000057220459,3331
1777608361.1993117,1.7427620887756348,1.562000036239624,1.4910000562667847,2.6780002117156982,3336
1777608361.299017,1.7427620887756348,1.562000036239624,1.4910000562667847,2.6780002117156982,3336
1777608361.320361,1.7406085729599,1.5430001020431519,1.4800000190734863,2.6780002117156982,3326
1777608361.3508704,1.7373658418655396,1.558000087738037,1.4800000190734863,2.6780002117156982,3319
1777608361.383064,1.74774169921875,1.5550000667572021,1.477000117301941,2.6780002117156982,3309
1777608361.4515998,1.74774169921875,1.5550000667572021,1.477000117301941,2.6780002117156982,3309
1777608361.4732401,1.7478834390640259,1.568000078201294,1.4840000867843628,2.6780002117156982,3346
1777608361.5431616,1.7478834390640259,1.568000078201294,1.4840000867843628,2.6780002117156982,3346
1777608361.5655704,1.7485204935073853,1.5660001039505005,1.4800000190734863,2.702000141143799,3305
1777608361.69655,1.7485204935073853,1.5660001039505005,1.4800000190734863,2.702000141143799,3305
1777608361.7031872,1.7485204935073853,1.5660001039505005,1.4800000190734863,2.702000141143799,3305
1777608361.718621,1.7524012327194214,1.558000087738037,1.477000117301941,2.690000057220459,3328
1777608361.7489178,1.7498942613601685,1.562000036239624,1.5090000629425049,2.6780002117156982,3314
1777608361.7877662,1.7498942613601685,1.562000036239624,1.5090000629425049,2.6780002117156982,3314
1777608361.8105114,1.747338056564331,1.5550000667572021,1.4800000190734863,2.6780002117156982,3318
1777608361.8796515,1.747338056564331,1.5550000667572021,1.4800000190734863,2.6780002117156982,3318
1777608361.9022024,1.7521426677703857,1.558000087738037,1.4980000257492065,2.690000057220459,3346
1777608361.9401417,1.7521426677703857,1.558000087738037,1.4980000257492065,2.690000057220459,3346
1777608361.961468,1.7481954097747803,1.5550000667572021,1.4870001077651978,2.6780002117156982,3333
1777608362.0008123,1.7481954097747803,1.5550000667572021,1.4870001077651978,2.6780002117156982,3333
1777608362.0242934,1.7405586242675781,1.5510001182556152,1.477000117301941,2.690000057220459,3316
1777608362.1231635,1.7405586242675781,1.5510001182556152,1.477000117301941,2.690000057220459,3316
1777608362.1457677,1.740280270576477,1.5470000505447388,1.477000117301941,2.690000057220459,3359
1777608362.1773381,1.7384766340255737,1.558000087738037,1.4940000772476196,2.6780002117156982,3313
1777608362.3677998,1.7384766340255737,1.558000087738037,1.4940000772476196,2.6780002117156982,3313
1777608362.3901918,1.753933310508728,1.5700000524520874,1.4840000867843628,2.690000057220459,3315
1777608362.4200566,1.7412121295928955,1.5740001201629639,1.4800000190734863,2.690000057220459,3355
1777608362.4598274,1.7412121295928955,1.5740001201629639,1.4800000190734863,2.690000057220459,3355
1777608362.4813938,1.7528064250946045,1.5660001039505005,1.4980000257492065,2.6780002117156982,3295
1777608362.511877,1.7449995279312134,1.562000036239624,1.4870001077651978,2.6780002117156982,3309
1777608362.5430984,1.744432806968689,1.562000036239624,1.4700000286102295,2.690000057220459,3326
1777608362.5821977,1.744432806968689,1.562000036239624,1.4700000286102295,2.690000057220459,3326
1777608362.6056578,1.7425063848495483,1.558000087738037,1.4870001077651978,2.702000141143799,3306
1777608362.6347692,1.7480621337890625,1.5550000667572021,1.4800000190734863,2.690000057220459,3332
1777608362.6738775,1.7480621337890625,1.5550000667572021,1.4800000190734863,2.690000057220459,3332
1777608362.6968246,1.7489690780639648,1.562000036239624,1.4800000190734863,2.6780002117156982,3288
1777608362.7662096,1.7489690780639648,1.562000036239624,1.4800000190734863,2.6780002117156982,3288
1777608362.7869785,1.7447359561920166,1.562000036239624,1.4660000801086426,2.690000057220459,3325
1777608362.818684,1.744182825088501,1.5470000505447388,1.4800000190734863,2.6780002117156982,3313
1777608362.8490937,1.746598482131958,1.558000087738037,1.4870001077651978,2.6780002117156982,3334
1777608362.8870025,1.746598482131958,1.558000087738037,1.4870001077651978,2.6780002117156982,3334
1777608362.909165,1.7467950582504272,1.5470000505447388,1.4800000190734863,2.6780002117156982,3310
1777608362.9795656,1.7467950582504272,1.5470000505447388,1.4800000190734863,2.6780002117156982,3310
1777608363.0011644,1.743169903755188,1.558000087738037,1.4840000867843628,2.690000057220459,3322
1777608363.0418842,1.743169903755188,1.558000087738037,1.4840000867843628,2.690000057220459,3322
1777608363.062736,1.7423887252807617,1.5510001182556152,1.477000117301941,2.6670000553131104,3320
1777608363.1023583,1.7423887252807617,1.5510001182556152,1.477000117301941,2.6670000553131104,3320
1777608363.124834,1.7519629001617432,1.5700000524520874,1.4980000257492065,2.6780002117156982,3307
1777608363.1942804,1.7519629001617432,1.5700000524520874,1.4980000257492065,2.6780002117156982,3307
1777608363.2163959,1.746690034866333,1.562000036239624,1.4980000257492065,2.6780002117156982,3331
1777608363.245147,1.7445138692855835,1.5550000667572021,1.477000117301941,2.690000057220459,3320
1777608363.2768693,1.7389887571334839,1.558000087738037,1.4730000495910645,2.6780002117156982,3277
1777608363.3080323,1.7454371452331543,1.558000087738037,1.4910000562667847,2.6780002117156982,3345
1777608363.4077246,1.7454371452331543,1.558000087738037,1.4910000562667847,2.6780002117156982,3345
1777608363.4134774,1.7454371452331543,1.558000087738037,1.4910000562667847,2.6780002117156982,3345
1777608363.4286244,1.7541126012802124,1.5700000524520874,1.4910000562667847,2.6780002117156982,3360
1777608363.4591174,1.7405855655670166,1.5470000505447388,1.4660000801086426,2.690000057220459,3337
1777608363.5300121,1.7405855655670166,1.5470000505447388,1.4660000801086426,2.690000057220459,3337
1777608363.5512464,1.746474266052246,1.5660001039505005,1.4840000867843628,2.690000057220459,3323
1777608363.5914557,1.746474266052246,1.5660001039505005,1.4840000867843628,2.690000057220459,3323
1777608363.6119711,1.7430185079574585,1.5660001039505005,1.4800000190734863,2.690000057220459,3318
1777608363.6423872,1.7513583898544312,1.5550000667572021,1.4940000772476196,2.702000141143799,3350
1777608363.6729188,1.7405076026916504,1.5510001182556152,1.4840000867843628,2.6780002117156982,3328
1777608363.7039325,1.7495553493499756,1.5510001182556152,1.477000117301941,2.6780002117156982,3310
1777608363.7352118,1.7442089319229126,1.5660001039505005,1.4560000896453857,2.6780002117156982,3316
1777608363.7658157,1.7528095245361328,1.562000036239624,1.4700000286102295,2.690000057220459,3317
1777608363.8050714,1.7528095245361328,1.562000036239624,1.4700000286102295,2.690000057220459,3317
1777608363.825897,1.73490309715271,1.5430001020431519,1.4800000190734863,2.6670000553131104,3331
1777608363.8563583,1.7444871664047241,1.5550000667572021,1.4940000772476196,2.690000057220459,3322
1777608363.8888135,1.7556666135787964,1.5660001039505005,1.4980000257492065,2.6780002117156982,3333
1777608363.95801,1.7556666135787964,1.5660001039505005,1.4980000257492065,2.6780002117156982,3333
1777608363.9806871,1.7584030628204346,1.5660001039505005,1.4980000257492065,2.6780002117156982,3340
1777608364.0182662,1.7584030628204346,1.5660001039505005,1.4980000257492065,2.6780002117156982,3340
1777608364.0426943,1.747253656387329,1.562000036239624,1.4800000190734863,2.6780002117156982,3320
1777608364.0707428,1.740285873413086,1.5510001182556152,1.4660000801086426,2.690000057220459,3317
1777608364.1022234,1.7384284734725952,1.5550000667572021,1.4840000867843628,2.6780002117156982,3317
1777608364.132488,1.7454757690429688,1.5510001182556152,1.4660000801086426,2.6550002098083496,3316
1777608364.1643293,1.7412467002868652,1.5550000667572021,1.4910000562667847,2.6780002117156982,3322
1777608364.2316911,1.7412467002868652,1.5550000667572021,1.4910000562667847,2.6780002117156982,3322
1777608364.2538745,1.7429914474487305,1.5660001039505005,1.4870001077651978,2.690000057220459,3324
1777608364.284823,1.754579782485962,1.5660001039505005,1.4870001077651978,2.690000057220459,3302
1777608364.3146312,1.753223180770874,1.5510001182556152,1.4870001077651978,2.690000057220459,3318
1777608364.3455153,1.7407017946243286,1.5470000505447388,1.4730000495910645,2.690000057220459,3341
1777608364.3769665,1.7454602718353271,1.558000087738037,1.4840000867843628,2.6780002117156982,3300
1777608364.4147048,1.7454602718353271,1.558000087738037,1.4840000867843628,2.6780002117156982,3300
1777608364.437224,1.755030632019043,1.562000036239624,1.477000117301941,2.6670000553131104,3349
1777608364.4689124,1.7566449642181396,1.558000087738037,1.4840000867843628,2.690000057220459,3339
1777608364.6921337,1.7566449642181396,1.558000087738037,1.4840000867843628,2.690000057220459,3339
1777608364.697822,1.7566449642181396,1.558000087738037,1.4840000867843628,2.690000057220459,3339
1777608364.7121978,1.745510458946228,1.5550000667572021,1.477000117301941,2.6780002117156982,3311
