sample_index,source_row_index,epoch_time,Time,Tgt_q0,Tgt_q1,Tgt_q2,Tgt_q3,Tgt_q4,Tgt_q5,Act_X,Act_Y,Act_Z,Act_RX,Act_RY,Act_RZ,Fx,Fy,Fz,Mx,My,Mz,force_magnitude,force_base_x,force_base_y,force_base_z,ur_fresh,ft_fresh,is_candidate_reference,is_reference_segment,is_final_measurement_window
11,26,1777637453.727736,3968.408,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601850517348592,-0.562595828942359,0.8496387839677124,-0.8091475067701978,-0.2764247528868082,1.4905253592104697,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.78399323484013,-48.3513186221831,25.122125748724486,1,0,0,0,0
12,27,1777637453.7341366,3968.4159999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601839625460701,-0.5626200765807874,0.8496462122082623,-0.8091143949952123,-0.27641921568118943,1.4904891686324722,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.78540677548224,-48.350780347809064,25.121204493856474,1,0,0,0,0
13,28,1777637453.7399182,3968.424,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601615323095859,-0.562627994228843,0.849649181602283,-0.809131881670514,-0.2764367534379852,1.4905138558749143,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.78433474958032,-48.35158948218884,25.12113155443091,1,0,0,0,0
14,29,1777637453.748648,3968.432,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602065551498596,-0.5626608777077013,0.8496158516349399,-0.80904046881211,-0.2764812549852821,1.4905038424182535,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.7835722819147,-48.353866091977544,25.117805104505436,1,0,0,0,0
15,30,1777637453.7550483,3968.4399999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601856056586128,-0.5626052922193638,0.8496518022176478,-0.8091406556727454,-0.2764208534985231,1.4904997482913815,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.78519518558363,-48.35069729011761,25.12165733904238,1,0,0,0,0
16,31,1777637453.8273034,3968.448,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601769957348045,-0.5626350900347784,0.8496379866579095,-0.809114245412948,-0.2764355184597475,1.4905109023442284,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.78427105315596,-48.35174161613593,25.12092693327623,1,0,0,0,0
17,32,1777637453.8322124,3968.4559999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602109877971166,-0.562667794126715,0.8495980716940388,-0.8090224827158745,-0.27646179573539037,1.4904862067166913,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.78429434964076,-48.35318266598947,25.11812080285873,1,0,0,0,0
18,33,1777637453.8323765,3968.464,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601782167264093,-0.562617660527232,0.8496463865244085,-0.8091114641879448,-0.27642358305549775,1.4904779818135319,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.7859123566069,-48.35067030875206,25.120716196255724,1,0,0,0,0
19,34,1777637453.8324304,3968.4719999999998,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601688371338283,-0.5626009175181164,0.8496493985743219,-0.809160294756069,-0.2764477306108475,1.4905093655503987,0.62,30.13,57.19,0.306,0.914,1.215,64.64439186812727,-34.784866945111304,-48.351361951006865,25.120832571665062,1,0,0,0,0
20,35,1777637453.83534,3968.4719999999998,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601688371338283,-0.5626009175181164,0.8496493985743219,-0.809160294756069,-0.2764477306108475,1.4905093655503987,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78712690837675,-48.34759412477317,25.196202964071574,0,1,0,0,0
21,36,1777637453.8364165,3968.48,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601650137369607,-0.5626243263501154,0.8496534792214768,-0.8091510646750633,-0.27643462814286063,1.4904985661942458,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78759384499601,-48.34711808939752,25.19647171580669,1,0,0,0,0
22,37,1777637453.839566,3968.488,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601704088076409,-0.5625932245642101,0.8496740463269431,-0.8091425275848121,-0.2763982171109535,1.4904967400088236,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78769971514541,-48.34622377387957,25.198041497998073,1,0,0,0,0
23,38,1777637453.843307,3968.4959999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602052903169,-0.5626603493675904,0.8496250261669669,-0.8090569683690515,-0.2764398747784826,1.4905082995766332,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.785943976152645,-48.348864703667076,25.19539806302857,1,0,0,0,0
24,39,1777637453.8479035,3968.504,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602093237018091,-0.5626355877956927,0.8496260711108072,-0.8090498098078206,-0.27649443308310157,1.4905149802098465,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.785345631370475,-48.350590364151614,25.192912510150613,1,0,0,0,0
25,40,1777637453.8519988,3968.5119999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601661850140226,-0.5626254972917174,0.8496360335721811,-0.8091281956677625,-0.2764549486728932,1.4904762906298594,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78835494514266,-48.34745962478264,25.194765488902267,1,0,0,0,0
26,41,1777637453.8520863,3968.52,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601804383728958,-0.5626119944974446,0.8496472580417431,-0.8091184419947405,-0.2764275011849989,1.4905036822730529,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.786964633114295,-48.347526025608474,25.196557677936205,1,0,0,0,0
27,42,1777637453.8521605,3968.528,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601792057317424,-0.562612809741315,0.8496429982702045,-0.8091325245835239,-0.2764386476515109,1.4905066400880385,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.786953053287384,-48.347690277009704,25.196258494997224,1,0,0,0,0
28,43,1777637453.8628945,3968.5359999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601878271483236,-0.5625996260995632,0.8496526736253713,-0.809147633598165,-0.27642477129631643,1.4905254487830204,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.7862483410202,-48.34755096555441,25.197498724873213,1,0,0,0,0
29,44,1777637453.862972,3968.544,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602190449968623,-0.5625932157263819,0.8496225280008178,-0.809068063761582,-0.2764642689984508,1.4905640777266693,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78322748345626,-48.35069786791384,25.195630603734525,1,0,0,0,0
30,45,1777637453.865268,3968.5519999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.660204557430528,-0.562662058343746,0.8496169108373164,-0.8090442696129756,-0.2764498172010565,1.4904712425533888,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78759789243556,-48.348424437782434,25.193959340648604,1,0,0,0,0
31,46,1777637453.8653307,3968.56,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601828017642181,-0.5625950612584283,0.8496701179801913,-0.8091619573351649,-0.2764358437238718,1.4905285902805423,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78623082016633,-48.347714138236846,25.19720982437226,1,0,0,0,0
32,47,1777637453.8690693,3968.5679999999998,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601477393693529,-0.5626177912839214,0.849661593546909,-0.8091510431001939,-0.2764292013387316,1.4904873175015316,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78817037261281,-48.34670247429288,25.196473205356867,1,0,0,0,0
33,48,1777637453.876572,3968.576,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601841925489017,-0.5625937224286586,0.8496398319299625,-0.8091527904481631,-0.27644582585363536,1.4905434916534188,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78534561985239,-48.348473533531674,25.19697476057002,1,0,0,0,0
34,49,1777637453.8835018,3968.584,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.660202172570792,-0.5626282239706084,0.8496284623145057,-0.8091013639814716,-0.2764262914347305,1.4905004309893506,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.786921639806216,-48.34766442447292,25.196351472475886,1,0,0,0,0
35,50,1777637453.890455,3968.5919999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.660168287977716,-0.5626106312550634,0.8496663865646993,-0.809142490249081,-0.2764627245913028,1.4905282882107154,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78591996432009,-48.348710389624785,25.195727334135576,1,0,0,0,0
36,51,1777637453.8984902,3968.6,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601679751203005,-0.5625775354861181,0.8496780013875579,-0.8091574690329785,-0.27642727051108557,1.4905142247349679,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.786918023334415,-48.34720444256422,25.197239075476286,1,0,0,0,0
37,52,1777637453.9051952,3968.6079999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601657051607204,-0.5626068444632013,0.849661518670623,-0.8091463086741612,-0.27647956064804236,1.4905051457897711,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.787061420514476,-48.34854869672978,25.194461626423063,1,0,0,0,0
38,53,1777637453.9119396,3968.616,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601889268927477,-0.5626268552732512,0.8496407316045801,-0.8090882707339151,-0.27642276073159544,1.4904897336860055,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78730494157407,-48.3475034367233,25.196131177979755,1,0,0,0,0
39,54,1777637453.9196312,3968.624,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602216550335821,-0.5626433581598027,0.8496232343401557,-0.8090553017564933,-0.27642911599644987,1.4905649212140628,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78314498748977,-48.34996314940098,25.197154367722398,1,0,0,0,0
40,55,1777637453.927909,3968.6319999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601581725434555,-0.5626323534843584,0.8496534792214768,-0.8091514585375988,-0.27642926917100347,1.4904871869220029,0.69,30.15,57.21,0.309,0.912,1.214,64.67211686654457,-34.78818171183548,-48.34669509138002,25.196471715806684,1,0,0,0,0
41,56,1777637453.936321,3968.6319999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601581725434555,-0.5626323534843584,0.8496534792214768,-0.8091514585375988,-0.27642926917100347,1.4904871869220029,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.763051006927085,-48.36111139260249,25.225808006128915,0,1,0,0,0
42,57,1777637453.9376352,3968.64,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602123845756511,-0.5626318510984243,0.8495962377001574,-0.8090493800899519,-0.2764033474543131,1.4905060596113748,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.760949223844804,-48.362361279824924,25.226308102791673,1,0,0,0,0
43,58,1777637453.9406235,3968.6479999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601895495278649,-0.5626010445638755,0.8496508718726604,-0.8091393325815615,-0.27644768793813307,1.4905438750163627,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76002428208503,-48.3631437724852,25.226082461428394,1,0,0,0,0
44,59,1777637453.9484441,3968.656,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602026392067245,-0.5626296993240536,0.8496193526107431,-0.809084811303501,-0.2764806843579952,1.4904994980042139,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76145603652069,-48.363757198677426,25.222933291915425,1,0,0,0,0
45,60,1777637453.9556947,3968.6639999999998,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601430337881864,-0.5625910945283787,0.8496720919072599,-0.8091936470267953,-0.2764330298956957,1.4904718140197968,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76431880944798,-48.36022667941267,25.225756940692264,1,0,0,0,0
46,61,1777637453.9666255,3968.672,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601890727807642,-0.5626291079479803,0.8496357614912458,-0.8090931845244318,-0.2764522741480068,1.4904701788433514,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76310887805211,-48.36216965307756,25.22369932384299,1,0,0,0,0
47,62,1777637453.970555,3968.68,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601861942889524,-0.5626330211267015,0.849642646294236,-0.8091020678381522,-0.2764554182904383,1.490525693573262,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76044727323847,-48.363458075324054,25.22489699405687,1,0,0,0,0
48,63,1777637453.9771094,3968.6879999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601951625971901,-0.5626144096636613,0.8496424087999279,-0.8090971348630641,-0.2764575514533062,1.490533175555986,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76000800650946,-48.36376699591475,25.22491001673275,1,0,0,0,0
49,64,1777637453.984854,3968.696,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601787357394547,-0.5625835847442712,0.8496518258721921,-0.8091387024708587,-0.2764347306236727,1.4905406638393337,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76021856303194,-48.36272883076454,25.226610265594246,1,0,0,0,0
50,65,1777637453.991613,3968.7039999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601815615996165,-0.5626467062384549,0.8496269930930156,-0.8090890237858686,-0.2764603590119217,1.4904770871034212,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76268814179072,-48.36261290895651,25.223429302436966,1,0,0,0,0
51,66,1777637453.9989784,3968.712,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601987626426239,-0.562629415630192,0.8496167576945703,-0.8090808146202499,-0.27641578030974884,1.4905122566072517,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76098491652911,-48.362384100574005,25.226215168775923,1,0,0,0,0
52,67,1777637454.006863,3968.72,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602080863078241,-0.562653891742916,0.8496088762545844,-0.8090851562777338,-0.27640602370217754,1.4905124828480565,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.761058618357765,-48.36206486387797,25.226725626469143,1,0,0,0,0
53,68,1777637454.0134883,3968.7279999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601916898005151,-0.5626163260030282,0.8496302863832018,-0.8091112019966905,-0.2764203889904423,1.4905265835259034,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76062915972142,-48.36240803227139,25.226659504191527,1,0,0,0,0
54,69,1777637454.02024,3968.736,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.660222595724173,-0.5626171110054206,0.849643948045999,-0.8090806348220108,-0.2763963199048115,1.490539941102098,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.75966988765203,-48.36253077272363,25.22774596666963,1,0,0,0,0
55,70,1777637454.027281,3968.7439999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601888622657779,-0.562577506601127,0.8496626478876057,-0.8091536600773467,-0.27644241791174723,1.4905253830926757,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.761136037768495,-48.36234914134354,25.226073949279915,1,0,0,0,0
56,71,1777637454.0348198,3968.752,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601820757329401,-0.5626062166608784,0.8496447619375411,-0.8091071655874897,-0.27641206829552567,1.4905119255850316,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76133571170811,-48.361891955887394,25.226675285994347,1,0,0,0,0
57,72,1777637454.0425696,3968.7599999999998,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601991664806793,-0.5626411445503143,0.8496158769846851,-0.8090749747272173,-0.2764246535811963,1.4904898072966544,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76200061602866,-48.362167568652595,25.22523064776196,1,0,0,0,0
58,73,1777637454.049258,3968.768,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601852366489848,-0.5626165963464204,0.8496597831210292,-0.8091067410557777,-0.2764901967334082,1.4905171692872772,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.7608145320022,-48.36411632774994,25.223128769199427,1,0,0,0,0
59,74,1777637454.1219275,3968.776,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602035014370649,-0.56263153599151,0.8496219833215639,-0.8090679742553684,-0.2764655843017706,1.4905223881405014,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.760161504157566,-48.36414869790715,25.22396663753755,1,0,0,0,0
60,75,1777637454.122077,3968.7839999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602045405986803,-0.5626588846064602,0.8496012223780605,-0.8090355376277043,-0.276459977000394,1.4904859497589087,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.761594793530264,-48.363596612186356,25.223049977037352,1,0,0,0,0
61,76,1777637454.123939,3968.792,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601953752999731,-0.5626408412227726,0.8496218628111089,-0.8091039010428587,-0.2764467024956124,1.4904957913525725,0.72,30.13,57.23,0.31,0.909,1.216,64.6808178674327,-34.76198478323,-48.36247942488521,25.224654562709887,1,0,0,0,0
62,77,1777637454.1240184,3968.792,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601953752999731,-0.5626408412227726,0.8496218628111089,-0.8091039010428587,-0.2764467024956124,1.4904957913525725,0.68,30.17,57.27,0.31,0.91,1.217,64.73441279566843,-34.81539952571488,-48.403806767234734,25.20919765294114,0,1,0,0,0
63,78,1777637454.125316,3968.7999999999997,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601745071090714,-0.5626089988172686,0.8496352929667996,-0.8091198184301476,-0.27644854610025044,1.490469608177744,0.68,30.17,57.27,0.31,0.91,1.217,64.73441279566843,-34.816890449667746,-48.402993433461376,25.208700206399566,1,0,0,0,0
64,79,1777637454.125349,3968.808,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602162759869539,-0.5626190379248351,0.8496163477565755,-0.8090800417856887,-0.27642643862209615,1.4905347670998645,0.68,30.17,57.27,0.31,0.91,1.217,64.73441279566843,-34.81323575736116,-48.40455048116012,25.210757799384194,1,0,0,0,0
65,80,1777637454.1254137,3968.816,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6601511638078689,-0.5626282091521255,0.8496465488743953,-0.809147876450209,-0.276433707470443,1.4904759677379964,0.68,30.17,57.27,0.31,0.91,1.217,64.73441279566843,-34.81696564549036,-48.40233973746561,25.209851470798093,1,0,0,0,0
66,81,1777637454.126648,3968.8239999999996,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.6602200840455613,-0.5626684813237846,0.8495964331741624,-0.8090204713831811,-0.27647599420177404,1.4905266843932412,0.68,30.17,57.27,0.31,0.91,1.217,64.73441279566843,-34.812747058920245,-48.40655240740758,25.207588663744566,1,0,0,0,0
67,82,1777637454.1275058,3968.832,2.1958546240453023,0.3354725547416743,-1.8447968563547397,-0.7713346885901364,1.9011432232263377,0.825873436823209,0.66017354343283,-0.5625733462732014,0.8496842906261364,-0.8091952616652335,-0.27643599143626213,1.490554154228485,0.68,30.17,57.27,0.31,0.91,1.217,64.73441279566843,-34.81364731455434,-48.40359235956983,25.212029020814985,1,0,0,0,0
