timestamp,frame_id,fps,depth_mean,depth_min,depth_max,depth_std
1777636081181.464,2,30.00,1327.155,266,10143,551.978
1777636081336.044,7,24.52,1340.535,265,65535,611.036
1777636081488.429,12,21.26,1339.956,266,8593,558.397
1777636082350.635,41,16.23,1332.090,261,7545,531.705
1777636082869.508,59,12.64,1330.977,262,7112,531.197
1777636082926.166,61,13.65,1332.590,261,8714,546.677
1777636082954.421,62,17.75,1331.165,260,6378,540.565
1777636083040.882,65,16.24,1329.689,260,6653,534.455
1777636083070.938,66,20.58,1330.809,261,6445,536.935
1777636083100.993,67,23.34,1331.465,261,6445,536.316
1777636083161.034,69,21.73,1331.372,261,6582,538.656
1777636083191.018,70,24.26,1331.080,260,6066,532.617
1777636083221.000,71,26.94,1332.282,261,7454,540.088
1777636083250.981,72,27.83,1331.947,262,6952,538.522
1777636083700.471,87,21.43,1334.720,261,6952,534.367
1777636084059.869,99,16.77,1338.675,261,9099,540.879
1777636084119.926,101,16.65,1332.826,261,7031,529.209
1777636084209.812,104,15.18,1329.785,262,6725,527.809
1777636084599.126,117,12.02,1336.013,261,8035,537.325
1777636084658.992,119,13.22,1335.567,261,8249,536.598
1777636084868.463,126,11.12,1334.301,176,2655,517.597
1777636085498.459,147,8.74,1353.818,262,32563,681.327
1777636085858.909,159,7.23,1332.058,262,9234,526.512
1777636086159.146,169,6.28,1297.197,261,11674,563.378
1777636086219.176,171,9.18,1278.404,262,6187,514.985
1777636086249.190,172,14.79,1274.051,261,6513,516.830
1777636086759.438,189,11.58,1291.433,261,10667,550.517
1777636086849.482,192,11.35,1293.125,234,36394,620.081
1777636086879.497,193,20.80,1285.019,231,6066,558.031
1777636086939.527,195,19.61,1273.704,230,5574,570.727
1777636086969.541,196,22.74,1276.888,231,9234,586.553
1777636087660.555,219,17.42,1353.275,261,12131,576.296
1777636088081.364,233,13.65,1363.585,261,34373,608.238
1777636088231.510,238,11.91,1365.084,261,10667,557.102
1777636088862.348,259,9.33,1362.581,261,9099,544.947
1777636089162.674,269,7.84,1364.776,261,34373,576.554
1777636089192.698,270,13.33,1361.616,261,9821,538.032
1777636089372.848,276,11.44,1361.646,261,41247,591.651
1777636089402.874,277,16.49,1357.831,261,8967,546.156
1777636089763.199,289,13.05,1355.176,261,5524,531.807
1777636089823.257,291,14.72,1358.692,261,11249,551.600
1777636089853.286,292,18.09,1355.622,261,4583,529.756
1777636090093.517,300,14.63,1364.057,261,5243,525.962
1777636090327.385,304,12.13,1365.082,261,9234,531.568
