timestamp,frame_id,fps,depth_mean,depth_min,depth_max,depth_std
1777640436792.269,1,30.00,1480.472,268,2611,391.875
1777640436976.131,7,25.42,1467.525,268,2633,419.332
1777640437067.240,10,26.95,1468.381,268,2633,417.860
1777640437872.785,37,20.52,1468.226,268,2622,418.427
1777640438048.810,43,16.83,1469.205,268,2611,418.316
1777640438107.139,45,16.70,1469.612,268,2622,418.860
1777640438136.239,46,20.99,1469.106,268,2644,418.201
1777640438165.295,47,23.77,1468.936,268,2655,418.763
1777640439198.253,82,18.07,1470.226,269,2655,419.022
1777640439408.373,89,14.70,1468.722,268,2600,419.869
1777640439798.701,102,11.68,1470.190,269,2644,419.152
1777640439828.719,103,15.35,1470.263,269,2655,418.954
1777640439858.737,104,23.05,1470.284,269,6875,419.070
1777640439888.754,105,25.64,1470.318,269,2633,418.785
1777640440038.828,110,20.89,1469.204,269,2644,419.816
1777640440098.852,112,19.38,1469.648,269,2633,420.221
1777640440278.908,118,15.57,1470.110,269,2644,419.003
1777640440368.927,121,20.25,1470.488,269,2622,418.602
1777640441029.612,143,15.57,1470.350,268,2633,419.435
1777640441720.629,166,12.04,1471.095,268,2622,419.776
1777640441810.595,169,9.95,1470.589,268,2622,419.215
1777640442470.154,191,7.98,1470.846,269,2633,419.163
1777640442560.069,194,9.02,1470.756,269,2633,419.898
1777640442590.040,195,14.53,1470.716,268,2655,419.886
1777640442830.188,203,11.94,1470.233,268,2655,420.413
1777640442890.214,205,13.14,1471.404,268,2644,419.397
1777640443070.284,211,11.23,1471.491,269,2655,419.815
1777640443250.348,217,9.82,1470.829,268,2644,420.073
1777640443700.546,232,7.92,1470.503,268,2655,420.064
1777640443850.556,237,7.60,1471.583,269,2622,420.078
1777640443970.560,241,7.80,1471.329,268,2678,420.310
1777640444000.560,242,12.03,1471.136,268,2622,419.672
1777640444030.560,243,21.35,1471.243,269,2655,419.480
1777640444060.560,244,23.82,1471.308,269,2644,420.282
1777640444300.549,252,18.90,1470.974,269,2655,419.894
1777640445470.994,291,14.39,1471.161,269,2644,420.354
1777640445501.010,292,17.31,1471.155,268,2633,419.251
1777640445531.025,293,23.86,1471.898,269,2655,419.099
1777640446041.518,310,18.38,1471.903,269,2678,419.719
1777640446101.588,312,18.02,1471.060,268,2678,420.310
1777640446191.694,315,16.28,1470.430,268,2678,420.624
1777640446221.730,316,20.88,1471.115,269,2667,419.793
1777640446281.802,318,19.56,1471.175,268,2644,420.261
1777640446311.839,319,24.05,1471.360,269,2678,420.054
1777640446341.875,320,26.23,1470.697,269,2655,420.319
1777640446552.136,327,20.86,1471.190,268,2655,419.115
1777640446582.174,328,21.95,1470.893,268,2611,419.865
1777640446702.264,332,18.62,1470.812,268,2644,419.789
1777640446942.418,340,15.02,1470.734,269,2633,421.001
1777640447272.627,351,12.02,1471.207,268,2622,420.439
1777640447752.916,367,9.54,1471.277,269,2655,420.397
1777640447812.934,369,11.29,1471.545,269,2678,421.184
1777640447932.970,373,10.49,1470.540,269,2667,421.041
1777640447962.978,374,15.15,1471.727,268,2667,420.164
1777640447992.987,375,22.69,1471.662,269,2644,419.783
1777640448503.121,392,17.51,1471.498,269,2633,419.496
1777640448863.401,404,13.82,1472.128,269,2644,420.650
1777640448923.467,406,14.82,1471.617,269,2655,420.530
1777640448983.533,408,15.26,1471.507,268,2678,420.844
1777640449043.600,410,15.20,1471.505,269,2644,420.710
1777640449133.700,413,14.18,1471.575,269,2633,420.662
1777640449343.935,420,11.86,1470.981,269,2622,420.400
1777640449494.106,425,10.48,1472.158,269,2655,420.413
1777640449524.140,426,9.02,1471.552,269,2667,420.262
1777640449734.320,433,17.20,1471.474,268,2655,420.689
1777640450004.537,442,13.82,1471.286,269,2644,421.610
1777640450034.561,443,20.70,1471.737,268,2644,420.794
1777640450064.585,444,24.84,1472.494,268,2655,419.706
1777640450124.633,446,22.71,1471.431,269,2644,420.913
1777640450154.657,447,25.86,1472.213,269,2633,420.860
1777640450184.682,448,26.89,1471.661,269,2644,420.194
1777640450244.730,450,24.52,1471.468,268,2633,420.273
1777640450274.755,451,26.87,1471.667,269,2633,420.569
1777640450304.779,452,28.40,1471.514,269,2655,420.557
1777640450605.024,462,22.12,1471.600,268,2655,419.642
1777640451295.502,485,16.96,1471.427,268,2633,420.705
1777640451325.523,486,20.62,1471.634,269,2667,420.169
1777640451685.771,498,16.16,1472.989,268,2655,419.273
1777640451775.827,501,15.07,1471.406,268,2644,420.485
1777640451805.844,502,19.59,1471.589,269,2644,420.654
1777640451835.861,503,22.78,1471.949,268,2678,421.223
1777640451865.878,504,25.68,1471.780,269,2655,420.735
1777640451895.895,505,27.54,1471.803,268,2655,421.099
1777640451955.928,507,24.58,1471.867,268,2644,421.327
1777640452286.110,518,19.13,1471.667,269,2644,420.655
1777640452376.159,521,18.66,1471.606,268,2655,420.543
1777640452676.331,531,14.82,1471.766,268,2655,420.607
1777640452856.448,537,12.52,1471.444,268,2655,421.417
1777640452946.505,540,12.21,1472.188,269,2667,421.197
1777640453336.749,553,9.79,1473.426,268,2690,420.990
1777640453426.804,556,10.23,1474.261,269,2633,420.981
1777640453456.823,557,10.24,1474.613,269,2655,420.244
1777640453546.878,560,19.91,1473.879,269,2655,420.148
1777640453606.916,562,18.79,1473.894,268,2667,421.636
1777640453847.085,570,15.15,1474.591,269,2644,420.755
1777640453877.107,571,15.05,1475.867,268,2667,420.470
1777640453937.149,573,23.20,1476.815,269,2622,419.536
1777640453967.170,574,25.62,1476.158,268,2655,420.939
1777640454027.212,576,23.32,1476.949,268,2655,420.232
1777640454147.296,580,19.60,1476.877,268,2667,420.838
1777640454177.317,581,22.98,1478.419,268,2644,420.766
1777640454237.359,583,20.94,1478.770,268,2667,421.361
1777640454537.566,593,16.54,1480.540,268,2633,421.648
1777640455078.266,611,12.87,1483.753,268,2667,421.110
1777640455108.314,612,20.15,1484.438,269,2667,420.728
1777640455168.413,614,19.31,1484.701,268,2667,421.475
1777640455498.963,625,15.23,1487.482,268,2633,419.639
1777640455589.116,628,14.29,1486.789,268,2633,419.790
1777640455619.167,629,18.91,1487.687,268,2644,420.030
1777640455679.213,631,18.64,1486.822,268,2655,419.838
1777640456069.451,644,14.62,1489.391,268,2667,419.367
1777640456099.469,645,19.21,1489.218,268,3476,420.139
1777640456129.487,646,22.87,1489.958,268,2678,420.338
1777640456189.523,648,20.78,1489.592,268,2655,418.588
1777640456279.577,651,18.64,1490.207,268,2655,419.583
1777640456759.888,667,14.50,1492.805,268,2678,418.245
1777640456789.911,668,17.46,1491.244,268,2655,419.568
1777640456879.981,671,16.27,1492.590,268,2644,418.461
1777640457060.122,677,13.24,1492.603,268,2667,418.562
1777640457420.409,689,10.77,1493.021,268,2644,418.402
1777640457450.434,690,16.08,1493.271,268,2667,418.137
1777640457540.507,693,14.65,1492.162,268,2633,419.632
1777640457600.556,695,15.81,1492.913,268,2655,418.199
1777640457630.581,696,19.82,1493.138,268,2678,418.983
1777640457990.756,708,15.55,1494.329,268,2667,418.356
1777640458170.822,714,13.07,1493.324,268,2690,418.660
1777640458560.956,727,10.44,1492.953,268,2690,418.719
1777640458590.966,728,13.71,1493.481,268,2655,418.496
1777640458650.999,730,15.72,1493.044,268,2633,419.249
1777640458681.021,731,19.48,1493.793,268,2678,418.040
1777640458771.084,734,17.46,1492.310,268,2644,419.477
1777640458801.105,735,19.64,1493.395,268,2678,418.862
1777640458951.206,740,16.42,1493.982,268,2644,418.486
1777640458981.226,741,22.75,1493.634,268,2644,417.360
1777640459041.267,743,20.80,1493.249,268,2644,418.216
1777640459191.368,748,17.29,1493.096,269,2655,418.616
1777640459221.388,749,22.93,1493.707,268,2655,418.852
1777640459251.408,750,25.22,1493.046,268,2655,418.598
1777640459371.489,754,21.02,1493.152,268,2738,418.566
1777640459551.610,760,17.13,1493.535,268,2678,418.048
1777640459731.740,766,13.87,1493.315,268,2667,418.027
1777640459881.936,771,13.27,1492.615,268,2655,419.633
1777640459942.014,773,14.41,1493.404,269,2667,419.100
1777640460002.094,775,14.87,1493.500,268,2655,419.328
1777640460032.133,776,18.94,1493.161,268,2667,418.395
1777640460092.213,778,18.68,1494.043,268,2678,417.953
1777640460152.292,780,17.96,1493.282,269,2633,418.613
1777640460753.035,800,13.89,1493.171,268,2655,418.950
1777640460903.071,805,11.97,1493.654,268,2667,418.286
1777640460933.078,806,22.68,1493.792,268,2655,418.715
1777640460993.092,808,20.77,1492.910,269,2678,419.009
1777640461053.105,810,16.92,1493.304,268,2667,418.867
1777640461383.170,821,13.93,1492.922,268,2667,419.329
1777640461413.175,822,20.10,1493.743,268,2655,418.120
1777640461443.181,823,22.97,1492.683,268,2678,419.761
1777640461623.210,829,18.63,1493.599,268,2655,417.850
1777640461653.215,830,22.33,1493.787,268,2633,418.963
1777640461683.237,831,24.18,1493.488,268,2667,418.331
1777640461983.398,841,18.96,1492.845,268,2690,418.544
1777640462043.429,843,18.65,1493.114,268,2678,418.178
1777640462223.519,849,15.32,1492.700,268,2667,419.188
1777640462253.534,850,22.50,1492.728,268,2655,419.434
1777640462583.697,861,17.63,1493.638,268,2678,418.736
1777640462943.918,873,13.92,1493.628,268,2667,418.132
1777640463094.003,878,11.47,1493.554,268,2678,418.534
1777640463364.154,887,10.00,1492.573,268,2690,418.895
1777640463424.188,889,11.62,1493.056,268,2667,417.970
1777640463484.220,891,13.12,1493.221,268,2667,419.315
1777640463574.270,894,12.36,1494.102,268,2644,417.575
1777640463604.286,895,22.10,1493.517,268,2644,418.579
1777640463634.303,896,24.80,1493.740,268,2611,417.767
1777640463664.324,897,26.85,1493.168,268,2678,419.738
1777640463694.345,898,28.53,1493.557,268,2690,418.541
1777640463814.412,902,23.33,1493.201,268,2690,418.613
1777640463874.442,904,21.90,1493.272,268,2633,418.649
1777640463964.487,907,19.39,1493.673,269,2690,418.522
1777640463994.502,908,21.70,1493.396,268,2655,418.816
1777640464024.516,909,26.46,1493.099,268,2644,418.478
1777640464174.589,914,21.45,1493.757,268,2667,418.421
1777640464324.660,919,17.83,1493.681,268,2655,419.082
1777640464354.674,920,21.12,1493.520,268,2667,418.991
1777640464594.783,928,16.86,1493.933,268,2678,417.634
1777640464654.817,930,17.20,1493.511,268,2655,418.383
1777640464684.837,931,20.80,1493.953,268,2678,418.071
1777640464895.050,938,16.76,1493.340,268,2644,419.067
1777640464955.119,940,17.16,1493.274,268,2667,418.754
1777640464985.155,941,20.31,1494.325,268,2678,417.672
1777640465465.728,957,15.76,1493.407,268,2667,418.115
1777640465555.838,960,14.55,1493.753,268,2667,418.762
1777640465851.753,968,11.92,1493.125,268,3891,419.938
1777640465968.153,970,13.74,1493.403,268,2644,419.011
1777640466559.821,980,11.14,1492.850,268,2667,418.796
1777640467044.762,988,9.39,1493.153,268,2655,418.839
1777640467106.105,989,15.77,1492.165,268,2678,418.542
1777640467353.089,993,13.84,1492.639,268,2655,418.709
1777640467477.549,995,14.87,1492.359,269,2644,418.409
