timestamp,frame_id,fps,depth_mean,depth_min,depth_max,depth_std
1777637453717.472,6,30.00,1383.464,268,2655,473.628
1777637454168.139,9,23.40,1381.892,268,2750,473.726
1777637454408.381,17,18.59,1383.522,268,4652,474.567
1777637454498.131,20,17.23,1383.075,268,2918,474.815
1777637454587.599,23,15.66,1383.389,268,4583,473.968
1777637454617.308,24,19.92,1382.949,268,2864,474.408
1777637454736.177,28,17.00,1384.521,268,2655,474.698
1777637455120.104,41,13.39,1384.999,268,2690,474.090
1777637455294.980,47,11.44,1384.959,268,2667,474.781
1777637455468.356,53,9.94,1383.584,268,2622,473.701
1777637455554.482,56,10.20,1386.357,268,2644,471.190
1777637455728.890,62,8.71,1384.667,268,2678,472.468
1777637455909.127,68,8.56,1385.444,268,11249,479.417
1777637456359.434,83,6.99,1387.474,268,2611,468.382
1777637456389.447,84,13.55,1387.419,268,2633,469.215
1777637456449.470,86,14.12,1388.885,268,3094,468.014
1777637456479.480,87,20.16,1388.766,268,2633,468.991
1777637456509.489,88,23.29,1388.734,268,2655,467.780
1777637456539.497,89,25.81,1390.169,268,4617,467.695
1777637456569.505,90,27.34,1388.558,268,7279,470.267
1777637456599.511,91,27.22,1388.577,268,5949,466.342
1777637456629.517,92,31.12,1389.066,268,6378,467.131
1777637457109.632,108,23.86,1385.931,268,4583,464.073
1777637457349.527,116,18.91,1383.422,268,3966,463.509
1777637457469.448,120,16.33,1384.188,268,4044,464.760
1777637457619.324,125,13.96,1384.598,268,5071,464.959
1777637458189.854,144,10.91,1383.319,268,6725,467.001
1777637458279.964,147,11.02,1383.500,268,7454,469.073
1777637458310.001,148,17.45,1383.808,268,7832,473.079
1777637458370.074,150,14.61,1382.836,268,5892,464.936
1777637458490.221,154,21.77,1383.075,268,6250,461.755
1777637458580.331,157,19.25,1382.087,268,7031,467.233
1777637458760.538,163,15.82,1381.901,268,5030,463.560
1777637458850.557,166,14.40,1380.667,268,4759,462.037
1777637458970.531,170,13.01,1381.293,268,4209,461.380
1777637459060.507,173,12.44,1382.285,268,2905,460.750
1777637459090.499,174,18.88,1382.360,268,2622,460.306
1777637459150.480,176,18.27,1380.866,268,2644,460.661
1777637459180.470,177,22.57,1380.744,268,2644,460.633
1777637459210.460,178,26.05,1380.788,268,7031,466.485
1777637459300.427,181,22.20,1379.860,268,6875,466.642
1777637459540.322,189,17.69,1374.289,268,4583,461.737
1777637459810.340,198,14.19,1369.877,268,2525,461.156
1777637459900.345,201,13.35,1368.396,268,3399,460.755
1777637460080.347,207,11.30,1364.451,268,4687,459.145
1777637460290.335,214,9.80,1362.612,268,4583,459.839
1777637460350.329,216,10.99,1362.719,268,11048,460.756
1777637460890.392,234,8.71,1361.491,268,6875,463.269
1777637461070.529,240,7.92,1360.909,268,3157,460.246
1777637461731.042,262,6.32,1380.801,268,5524,454.266
1777637461881.196,267,5.76,1375.431,268,3309,455.760
1777637462121.505,275,6.00,1358.357,268,6952,463.813
1777637462331.782,282,5.72,1334.387,268,3173,475.600
1777637462542.066,289,5.44,1318.942,268,2714,484.469
1777637462692.271,294,5.81,1336.065,268,65535,742.854
1777637462722.293,295,10.12,1331.071,268,65535,515.991
1777637462932.486,302,8.86,1347.361,268,2678,483.410
1777637463142.712,309,7.84,1356.949,268,7112,496.098
1777637463172.745,310,14.37,1364.596,268,61871,804.457
1777637463232.810,312,14.70,1352.223,268,12627,486.639
1777637463593.208,324,11.72,1361.067,268,44193,659.061
1777637463863.420,333,9.72,1356.614,268,4483,476.440
1777637464013.444,338,9.00,1353.996,268,2667,475.677
1777637464463.497,353,7.31,1352.794,268,7112,473.776
1777637464493.499,354,13.76,1351.948,268,7194,473.844
1777637464523.501,355,18.90,1351.833,268,5729,474.701
1777637464553.504,356,21.37,1352.123,268,7734,476.465
1777637464583.506,357,25.80,1354.089,268,6799,475.763
1777637464613.508,358,27.04,1354.320,268,2667,472.791
1777637464763.553,363,21.92,1354.047,268,2667,472.865
1777637465153.830,376,17.08,1350.658,268,2678,474.130
1777637465183.851,377,20.78,1350.277,268,2690,475.220
1777637465574.132,390,16.23,1352.296,268,7031,477.148
1777637465784.282,397,13.35,1358.789,268,2525,473.838
1777637465934.340,402,11.63,1364.818,268,6513,474.244
1777637466324.453,415,9.36,1367.052,268,6725,472.691
1777637466624.530,425,7.88,1368.064,268,7638,477.189
1777637466714.552,428,8.35,1362.901,268,2714,473.044
1777637466774.590,430,11.01,1361.741,268,2932,471.754
1777637466864.649,433,11.15,1363.346,268,2475,472.049
1777637466924.689,435,12.61,1364.089,268,6653,474.549
1777637466954.709,436,15.37,1364.692,268,5949,473.138
1777637466984.729,437,20.84,1364.638,268,7638,473.116
1777637467014.749,438,26.66,1365.760,268,6653,475.176
1777637467044.770,439,28.78,1364.319,268,2485,473.770
1777637467074.790,440,29.85,1367.897,268,21335,502.518
1777637467164.852,443,25.01,1365.809,268,6725,477.245
1777637467374.999,450,19.45,1363.801,268,4549,473.927
1777637467585.150,457,18.99,1360.600,268,6799,470.971
1777637467615.172,458,21.67,1361.089,268,2838,470.368
1777637468362.065,474,16.77,1357.319,268,2475,465.959
1777637469037.290,485,13.32,1357.626,268,5676,465.989
1777637470038.944,503,10.46,1357.575,268,6875,471.073
1777637470481.643,511,8.88,1357.604,268,7031,467.160
1777637470932.892,519,7.69,1358.840,268,6582,465.894
1777637471047.041,521,10.16,1359.986,268,2465,465.745
1777637471639.679,533,8.32,1359.315,268,7031,468.261
1777637471690.710,534,13.59,1360.451,268,6799,471.542
1777637471793.096,536,14.37,1362.951,268,6313,468.849
1777637471947.489,539,13.47,1365.854,268,3189,467.187
1777637472840.790,556,10.59,1370.383,268,6875,467.856
1777637473199.387,563,9.20,1365.897,268,2465,464.048
