timestamp,frame_id,fps,depth_mean,depth_min,depth_max,depth_std
1777636662025.289,8,30.00,1404.460,268,4617,457.412
1777636662176.684,13,24.14,1404.504,268,2644,458.383
1777636662535.810,25,18.81,1403.399,268,2611,459.259
1777636662921.454,38,14.75,1400.271,268,2644,461.694
1777636663068.317,43,12.67,1400.869,268,18749,467.568
1777636663707.000,65,9.88,1402.705,268,3189,461.375
1777636664667.325,97,7.67,1402.108,268,2678,460.546
1777636665027.433,109,6.29,1402.615,268,3326,459.353
1777636665507.250,125,5.39,1401.712,268,4419,459.304
1777636665537.229,126,11.92,1400.830,268,2633,459.412
1777636665597.186,128,12.59,1400.424,268,2762,458.422
1777636665687.224,131,12.27,1398.958,268,3078,459.061
1777636665747.284,133,14.21,1399.987,268,3094,459.186
1777636665807.277,135,14.69,1399.625,268,3033,459.093
1777636665867.267,137,15.30,1398.782,268,8361,460.658
1777636665897.262,138,18.77,1399.095,268,2633,459.158
1777636666077.217,144,15.50,1398.120,268,2655,459.768
1777636666107.207,145,19.67,1399.095,268,2989,458.588
1777636666287.139,151,16.06,1399.097,268,2655,458.752
1777636666676.965,164,12.69,1398.266,268,26900,498.826
1777636666827.189,169,11.21,1396.767,268,11458,467.548
1777636667398.439,188,8.85,1397.864,268,6952,454.785
1777636667578.871,194,7.66,1398.621,268,2644,455.895
1777636667879.161,204,6.79,1397.049,268,2905,455.972
1777636667969.191,207,7.83,1395.955,268,3326,456.240
1777636668269.280,217,6.72,1394.198,268,14731,459.080
1777636668299.287,218,13.47,1391.790,268,2905,457.982
1777636668359.302,220,14.10,1391.000,268,3125,457.597
1777636668449.323,223,13.26,1393.345,268,6582,465.807
1777636668689.411,231,10.98,1393.991,268,3173,456.332
1777636669259.580,250,8.68,1394.551,268,3157,455.886
1777636669469.612,257,7.72,1395.204,268,3109,455.187
1777636669499.616,258,14.19,1395.227,268,2667,454.973
1777636669529.619,259,18.93,1393.484,268,2622,455.959
1777636669559.623,260,22.67,1393.725,268,6799,456.502
1777636669589.626,261,24.83,1392.257,268,3239,456.091
1777636669619.629,262,27.50,1391.672,268,2667,455.454
1777636669709.679,265,23.40,1389.309,268,7638,462.726
1777636669739.702,266,25.03,1387.084,268,2838,456.692
1777636669799.721,268,22.91,1386.202,268,2946,457.202
1777636670009.783,275,18.36,1388.158,268,25779,508.904
1777636670129.815,279,15.87,1386.807,268,3094,460.289
1777636670459.896,290,12.67,1385.955,268,3173,460.105
1777636670489.903,291,15.96,1386.193,268,2678,459.791
1777636670699.978,298,13.03,1386.518,268,3094,458.879
1777636671076.042,304,11.47,1385.077,268,2905,458.934
1777636671146.197,305,15.43,1385.608,268,3141,458.983
1777636671358.548,308,14.67,1385.962,268,3003,456.904
1777636671429.960,309,18.40,1384.631,268,2932,457.889
1777636672311.411,321,14.48,1382.201,268,3125,456.444
1777636672692.035,326,12.56,1381.253,268,3157,456.349
1777636672769.102,327,18.36,1381.569,268,2655,456.291
1777636673354.076,338,14.54,1381.260,268,7279,457.083
1777636673413.013,339,19.15,1381.635,268,2702,456.737
1777636673590.902,342,17.19,1381.013,268,2655,456.599
1777636673650.557,343,19.45,1381.148,268,2891,456.882
1777636674629.427,359,15.11,1372.853,268,2667,459.532
1777636674880.711,363,13.43,1371.148,268,2678,457.393
1777636675350.567,373,10.91,1368.285,268,6582,458.336
1777636675402.060,374,15.45,1369.090,268,2667,456.872
1777636676239.756,390,12.11,1366.795,268,7832,458.613
1777636676945.744,405,9.64,1363.625,268,2622,452.636
1777636677176.879,410,8.86,1365.992,268,7112,456.216
1777636678020.529,428,7.11,1365.594,268,2525,451.826
1777636678067.929,429,13.08,1365.061,268,3437,452.569
1777636678361.292,436,11.03,1364.438,268,5892,453.639
1777636679084.290,453,8.75,1357.152,268,3256,452.114
1777636679341.382,459,7.99,1354.535,268,3063,451.779
1777636679553.458,464,7.66,1354.052,268,6250,452.917
1777636679792.370,470,7.13,1356.675,268,5574,453.892
1777636680428.151,486,5.87,1359.916,268,7112,457.097
1777636680587.517,490,6.40,1359.410,268,3141,449.812
1777636680786.962,495,6.39,1359.085,268,2515,450.985
1777636681553.595,515,5.21,1360.673,268,7279,452.223
1777636681704.336,519,6.13,1358.987,268,6582,451.769
1777636681742.021,520,13.18,1358.939,268,6799,450.846
1777636681779.706,521,16.16,1360.230,268,16282,470.414
1777636682043.496,528,13.33,1362.914,268,7031,455.672
1777636682280.326,534,11.42,1362.718,268,6653,456.657
1777636682533.542,541,9.72,1362.038,268,3063,451.384
1777636682569.689,542,8.23,1363.006,268,2505,451.157
1777636683183.135,559,7.09,1366.693,268,11674,453.690
1777636683834.321,577,5.79,1367.231,268,5729,448.458
1777636684148.663,586,5.26,1368.252,268,2455,446.649
1777636684322.921,591,5.48,1372.370,268,6513,455.155
1777636684749.257,603,4.82,1378.322,268,9979,463.285
1777636685977.130,641,3.83,1371.198,268,6875,480.504
1777636686035.941,643,7.83,1370.623,268,6513,480.089
1777636686297.954,652,6.77,1371.107,268,2475,480.353
1777636686326.800,653,17.33,1371.043,268,2465,479.749
1777636686612.324,663,13.83,1374.326,268,6445,479.037
1777636686811.674,669,11.72,1372.514,268,5949,480.255
1777636687210.279,684,9.35,1370.838,268,2455,480.890
1777636687441.378,693,7.92,1376.651,268,6653,479.947
1777636687826.718,707,6.54,1370.752,268,6799,485.470
1777636687922.440,711,6.86,1368.773,268,2465,482.990
1777636687993.227,714,8.32,1369.596,268,6582,486.244
1777636688016.631,715,14.18,1369.033,268,3173,483.912
1777636688109.288,719,12.64,1367.813,268,2975,484.847
1777636688632.924,740,9.88,1362.212,268,2465,485.761
1777636688675.778,742,10.89,1364.109,268,6007,487.536
1777636688822.071,749,8.94,1361.850,268,2465,486.529
1777636688923.047,754,16.59,1363.145,268,4388,484.858
1777636688982.226,757,15.36,1366.723,268,7638,487.679
