experiment_dir,experiment_id,mass_g,d_mm,theta_deg,vc_mps,vl_mps,sample_count_total,sample_count_exp,duration,ft_fresh_ratio,ur_fresh_ratio,F_max,F_mean,F_std,F_rms,M_max,M_mean,M_std,M_rms,path_length,E_force,E_per_mass,I_max,I_mean,I_std,I_rms,smoothness_force,shock_count,tcp_speed_max,tcp_speed_mean,baseline_method,warning
/root/ur10_ws/src/ur10_ft300_monitor/data/20260430_212937,20260430_212937,,,,,,6744,6744,52.975537061691284,0.0478944246737841,0.9521055753262159,12.166163582210224,4.314897074791143,3.4242571641435187,5.508527379638716,3.2346359695385716,0.365724106147406,0.6431977699209892,0.7399037052540371,1.9134216405187126,14.683885798459855,,27.4854656457901,8.431209238351638,2.067281518770998,8.680952833572944,0.7225198098276536,0.0,0.22226850998349854,0.03324513575087457,first_5_percent_of_experiment,警告：未检测到足够的 Label=1 实验段，本次处理使用全段数据。 | 未提供 mass_g，E_per_mass 为 NaN。
