sample_index,source_row_index,epoch_time,Time,Tgt_q0,Tgt_q1,Tgt_q2,Tgt_q3,Tgt_q4,Tgt_q5,Act_X,Act_Y,Act_Z,Act_RX,Act_RY,Act_RZ,Fx,Fy,Fz,Mx,My,Mz,force_magnitude,force_base_x,force_base_y,force_base_z,ur_fresh,ft_fresh,is_candidate_reference,is_reference_segment,is_final_measurement_window
986,996,1777637730.7815242,4243.304,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.1843525713668306,-0.6507477258143886,0.9716540978993319,-1.0678780273519217,-0.7005754955461011,1.2963217076637574,3.07,25.11,49.41,0.44,0.364,1.734,55.50932444193497,-33.85692690802659,-43.69132049279962,5.105106653147677,1,0,0,0,1
987,997,1777637730.7884176,4243.312,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18438455881650462,-0.6507559444985858,0.9716429931980819,-1.0678305717661065,-0.7005753796789325,1.296342800844343,3.07,25.11,49.41,0.44,0.364,1.734,55.50932444193497,-33.85590495726357,-43.69209621632095,5.105245121293122,1,0,0,0,1
988,998,1777637730.7953837,4243.32,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18436006349497475,-0.6507492328544646,0.9716457991123751,-1.06785894272856,-0.7005690815239184,1.2963036390846565,3.07,25.11,49.41,0.44,0.364,1.734,55.50932444193497,-33.857573923281656,-43.69087598646253,5.104619825713664,1,0,0,0,1
989,999,1777637730.801649,4243.32,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18436006349497475,-0.6507492328544646,0.9716457991123751,-1.06785894272856,-0.7005690815239184,1.2963036390846565,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21491858583543,-41.23944528793872,6.082118161963833,0,1,0,0,1
990,1000,1777637730.8025553,4243.3279999999995,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18437914489312798,-0.6508075731169201,0.9716217566490883,-1.0677824451942384,-0.7006413430022715,1.2962936853312632,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21344426111151,-41.241226755515605,6.0785737611496415,1,0,0,0,1
991,1001,1777637730.8103318,4243.336,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18434962870738955,-0.65070960292222,0.971662878905728,-1.0679023823009337,-0.7005360757316902,1.2963144561155817,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21543705672006,-41.238727675354525,6.083981642159604,1,0,0,0,1
992,1002,1777637730.820734,4243.344,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18438956651111138,-0.6507831854876103,0.9716233565904335,-1.0677904615297034,-0.7006118532277653,1.2963115563490084,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21343548774778,-41.24098920284532,6.0802360744482025,1,0,0,0,1
993,1003,1777637730.8250709,4243.352,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439222904903435,-0.6507650942556019,0.9716501105737914,-1.0678121460211774,-0.7005534292250442,1.296350138391708,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21334914801983,-41.24055727252873,6.083664819081371,1,0,0,0,1
994,1004,1777637730.833947,4243.36,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18440511641907936,-0.650768345452625,0.9716270484340522,-1.0678156613925232,-0.7005664519576649,1.296360287247088,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.212795636187565,-41.241054119373025,6.083500522481725,1,0,0,0,1
995,1005,1777637730.8386297,4243.3679999999995,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.1843738982068032,-0.6507842655410808,0.9715915307166374,-1.0678062814917184,-0.7005626197174725,1.2963148859479101,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21432201581501,-41.239931896485686,6.082272777482869,1,0,0,0,1
996,1006,1777637730.8465493,4243.376,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18438544162454393,-0.6507777483464039,0.9716320231682849,-1.0677731075486394,-0.7005872429986013,1.2962932875816284,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21438228081699,-41.240143316909446,6.080490093837125,1,0,0,0,1
997,1007,1777637730.8527327,4243.384,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439712956782367,-0.6507676219070702,0.9716153899282871,-1.0678081107072381,-0.7005654138143096,1.29634466423952,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.213287993032175,-41.24070248528685,6.083034377663065,1,0,0,0,1
998,1008,1777637730.8696175,4243.392,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.1843784456046853,-0.6507793338271999,0.9716243614394793,-1.0677814758838275,-0.7006155252964854,1.2962807585795266,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21433986874136,-41.240376914301955,6.079151221600225,1,0,0,0,1
999,1009,1777637730.86969,4243.4,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439390124303753,-0.650775206721099,0.9716453621557894,-1.0677806481607126,-0.7005468872054901,1.2963213664157782,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.214227089637006,-41.23992899518845,6.0828420126852,1,0,0,0,1
1000,1010,1777637730.87571,4243.407999999999,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439881483773674,-0.6507950371967017,0.9716087383313502,-1.0677878416021385,-0.7005782300443049,1.296334117038094,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21327686261668,-41.240849324074944,6.082103223856999,1,0,0,0,1
1001,1011,1777637730.8819108,4243.416,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439924730286344,-0.6507851132048315,0.97161623316416,-1.0677994594263003,-0.7006472921048076,1.2963614402451695,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21118154682727,-41.24288638296668,6.080420781333421,1,0,0,0,1
1002,1012,1777637730.888998,4243.424,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18436177819019245,-0.6508061074404015,0.9716291594590852,-1.067776194001535,-0.7005703995017746,1.2962523942859427,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.216074922482335,-41.238774897041175,6.0799680957450475,1,0,0,0,1
1003,1013,1777637730.8962805,4243.432,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18436852377817387,-0.6508113142620091,0.9716190558113247,-1.0677945365760446,-0.7006038917994594,1.2962922299737683,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21425229038589,-41.2403251621221,6.080009551924295,1,0,0,0,1
1004,1014,1777637730.907991,4243.44,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439696531153604,-0.650726609543231,0.9716522381419155,-1.0678703202683975,-0.7005637509733234,1.2963791753603842,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21256500531899,-41.24109459429604,6.0845609874920985,1,0,0,0,1
1005,1015,1777637730.9122663,4243.447999999999,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.1843847018386654,-0.6507651640896687,0.9716441533822197,-1.0678145618133736,-0.700533299863176,1.2963332630062916,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.214294848019335,-41.239708389599286,6.083945290481536,1,0,0,0,1
1006,1016,1777637730.9233913,4243.456,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18438172201747077,-0.6507822568245576,0.9716377753939314,-1.067813938074579,-0.7005635025727442,1.2963307543134,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21382497751645,-41.240285555232894,6.082752483513265,1,0,0,0,1
1007,1017,1777637730.9311426,4243.464,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.1843702701753827,-0.6507652954641374,0.9716447211792756,-1.0678420387185668,-0.7005683177207452,1.2963389813357458,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21364306035733,-41.24040054700397,6.083025985512614,1,0,0,0,1
1008,1018,1777637730.9320586,4243.472,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18439794054650055,-0.650816091956673,0.9716051385211196,-1.0677352548845607,-0.7005735168075434,1.2963049741106718,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.213998390195286,-41.240390061096825,6.081039794632906,1,0,0,0,1
1009,1019,1777637730.9392512,4243.48,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18435947863251756,-0.6507366159254134,0.9716467116684426,-1.0678692817166395,-0.700534125330973,1.2963277069971944,4.7,26.59,47.42,0.34,0.251,1.546,54.56898844581967,-35.21481712470437,-41.23922816698183,6.084177435384299,1,0,0,0,1
1010,1020,1777637730.9456875,4243.48,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18435947863251756,-0.6507366159254134,0.9716467116684426,-1.0678692817166395,-0.700534125330973,1.2963277069971944,4.24,28.05,46.69,0.362,0.215,1.468,54.63273926868394,-36.411208961867665,-40.39309576009525,5.230475776732199,0,1,0,0,1
1011,1021,1777637730.946381,4243.487999999999,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18440163070448667,-0.6507831700742821,0.9716326409402991,-1.0677989332696038,-0.7005545245161647,1.2963483580764243,4.24,28.05,46.69,0.362,0.215,1.468,54.63273926868394,-36.409752268238606,-40.394489580490315,5.229851938358591,1,0,0,0,1
1012,1022,1777637730.9545567,4243.496,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.1844025474097152,-0.650788754191433,0.9716257388250255,-1.067805108146378,-0.7005747041849388,1.2963714449249002,4.24,28.05,46.69,0.362,0.215,1.468,54.63273926868394,-36.40866893393288,-40.39547328719126,5.229795824225657,1,0,0,0,1
1013,1023,1777637730.9612129,4243.504,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18437410632956416,-0.6507498369083597,0.9716477614720795,-1.0678585268825778,-0.7005674083970044,1.2963443840021178,4.24,28.05,46.69,0.362,0.215,1.468,54.63273926868394,-36.40999556116831,-40.39429785268386,5.229639014727809,1,0,0,0,1
1014,1024,1777637730.9690998,4243.512,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18435900394384275,-0.6507861185949032,0.9716257076083206,-1.067817550752495,-0.7005836813276312,1.2962924722649547,4.24,28.05,46.69,0.362,0.215,1.468,54.63273926868394,-36.411146566883495,-40.39356457458596,5.227288651268634,1,0,0,0,1
1015,1025,1777637730.976019,4243.5199999999995,1.6322469163265996,0.1106097083126571,-1.9558544620808753,-0.35907499371799734,2.6381767099783433,1.0353792088909155,0.18437625561882348,-0.6507797440284125,0.9716389271007982,-1.0678282265394394,-0.7005580919645719,1.2963475306573387,4.24,28.05,46.69,0.362,0.215,1.468,54.63273926868394,-36.40988575347923,-40.39436528037966,5.22988269599312,1,0,0,0,1
